model_name,dataset,epoch,train_loss,val_loss,val_acc,train_time_sec
mobilenet_v2,lfw_subset,1,3.9483535448710123,3.343449374039968,0.2698191933240612,10.332849264144897
mobilenet_v2,lfw_subset,2,2.918141078948975,2.879925012588501,0.3240611961057024,11.28678846359253
mobilenet_v2,lfw_subset,3,2.4116257614559595,2.6337899963061013,0.38803894297635605,10.644080877304077
mobilenet_v2,lfw_subset,4,2.1310461627112494,2.4298141400019326,0.42141863699582754,10.788556814193726
mobilenet_v2,lfw_subset,5,1.9035829173194037,2.3886607786019645,0.40751043115438107,11.088202238082886
mobilenet_v2,lfw_subset,6,1.4574593636724684,1.0867425054311752,0.7051460361613352,12.31187629699707
mobilenet_v2,lfw_subset,7,0.5862157185872395,0.7394748876492182,0.7969401947148818,12.52004337310791
mobilenet_v2,lfw_subset,8,0.2852530519167582,0.703299899895986,0.8233657858136301,12.936204195022583
mobilenet_v2,lfw_subset,9,0.16912641997138658,0.556198221941789,0.8442280945757997,12.974539756774902
mobilenet_v2,lfw_subset,10,0.10423669256269932,0.6728310535351435,0.8289290681502086,13.262020826339722
mobilenet_v2,lfw_subset,11,0.06946812528702948,0.4440579240520795,0.874826147426982,13.110746145248413
mobilenet_v2,lfw_subset,12,0.06875798561506802,0.5725773101051649,0.847009735744089,13.170132160186768
mobilenet_v2,lfw_subset,13,0.07594563911358515,0.6145218908786774,0.8442280945757997,13.561922311782837
mobilenet_v2,lfw_subset,14,0.09643451608717442,0.6293408274650574,0.8497913769123783,13.73585844039917
mobilenet_v2,lfw_subset,15,0.09644197999603218,0.6262217015028,0.8317107093184979,13.518736124038696
mobilenet_v2,lfw_subset,16,0.07119583408865664,0.544432744383812,0.8525730180806675,13.571312189102173
mobilenet_v2,lfw_subset,17,0.05052404445078638,0.44383574028809863,0.885952712100139,13.957427501678467
mobilenet_v2,lfw_subset,18,0.020919723694937095,0.3855900677541892,0.9040333796940194,14.106240034103394
mobilenet_v2,lfw_subset,19,0.01922851723825766,0.43078331525127095,0.894297635605007,13.999096632003784
mobilenet_v2,lfw_subset,20,0.020971324450025957,0.37697238599260646,0.8998609179415855,13.908474445343018
mobilenet_v2,lfw_subset,21,0.011634975304413172,0.3861524686217308,0.9109874826147427,13.94927430152893
mobilenet_v2,lfw_subset,22,0.013951599401318364,0.33518369992574054,0.9095966620305981,14.006988286972046
mobilenet_v2,lfw_subset,23,0.011220982719937132,0.3738253489136696,0.913769123783032,14.485466003417969
mobilenet_v2,lfw_subset,24,0.008987127265168562,0.3732205020884673,0.9095966620305981,14.471694231033325
mobilenet_v2,lfw_subset,25,0.00949105935740388,0.32706822579105693,0.9179415855354659,14.48229169845581
mobilenet_v2,lfw_subset,26,0.011477411869499419,0.3646603984137376,0.9054242002781642,14.509155988693237
mobilenet_v2,lfw_subset,27,0.009939408139325678,0.3246570446838935,0.9304589707927677,14.837162017822266
mobilenet_v2,lfw_subset,28,0.003981220779112644,0.27179014155020315,0.933240611961057,14.678470849990845
mobilenet_v2,lfw_subset,29,0.002836515942019307,0.28831480505565804,0.9346314325452016,14.677000284194946
mobilenet_v2,lfw_subset,30,0.0017098973686289457,0.2601885429273049,0.9401947148817803,15.42964482307434
mobilenet_v2,lfw_subset,31,0.0014884227440537265,0.26889001205563545,0.9443671766342142,15.700173377990723
mobilenet_v2,lfw_subset,32,0.0010696341070191315,0.26955091673880816,0.9429763560500696,15.49832558631897
mobilenet_v2,lfw_subset,33,0.0011115119650235606,0.2585472029944261,0.9360222531293463,15.519360542297363
mobilenet_v2,lfw_subset,34,0.0009614980475614883,0.28083837249626714,0.9457579972183588,15.472443580627441
mobilenet_v2,lfw_subset,35,0.00077171729289047,0.2445563174163302,0.9388038942976356,15.71084475517273
mobilenet_v2,lfw_subset,36,0.0008368368832937752,0.25410934817045927,0.9415855354659249,15.335085153579712
mobilenet_v2,lfw_subset,37,0.0008869464357202459,0.2500434583052993,0.9415855354659249,15.276141881942749
mobilenet_v2,lfw_subset,38,0.0007152304864980073,0.24678999527047077,0.9415855354659249,15.453457593917847
mobilenet_v2,lfw_subset,39,0.0007545803275813038,0.246650832084318,0.9485396383866481,15.002371311187744
mobilenet_v2,lfw_subset,40,0.0006725405106812509,0.2386025032028556,0.9485396383866481,14.674582481384277
mobilenet_v2,lfw_subset,41,0.0006317806601550223,0.25730557056764763,0.9443671766342142,14.992433786392212
mobilenet_v2,lfw_subset,42,0.0006301569445188054,0.2441498494396607,0.9457579972183588,15.091960430145264
mobilenet_v2,lfw_subset,43,0.0006594946559440965,0.2424161915356914,0.9499304589707928,15.339496850967407
mobilenet_v2,lfw_subset,44,0.0005559210668757765,0.2396579021587968,0.9443671766342142,14.910146713256836
mobilenet_v2,lfw_subset,45,0.0007191385074596231,0.2725195934375127,0.9388038942976356,14.898836135864258
mobilenet_v2,lfw_subset,46,0.0006037403085631215,0.2890737419947982,0.9401947148817803,15.632731437683105
mobilenet_v2,lfw_subset,47,0.0006444204540457576,0.26606906950473785,0.9374130737134909,14.994341373443604
mobilenet_v2,lfw_subset,48,0.0005390988928007169,0.2504015142718951,0.9388038942976356,14.979867458343506
mobilenet_v2,lfw_subset,49,0.0005885032257841279,0.2763975455115239,0.9346314325452016,15.101839065551758
mobilenet_v2,lfw_subset,50,0.0006697136708276553,0.24234648793935776,0.9429763560500696,15.570821762084961
